Technology	Scenario	Parameter	Offset	Value	Units	Notes
HEFA Pennycress	State of Technology	Raw Material Price	19	1000	USD/kg	
HEFA Pennycress	Moderate	Annual GHG	0	st.triang(0.5,157291973,34953772)	kg CO2eq/yr	35 g CO2eq/MJ jet product; calculated from jet output
HEFA Pennycress	Moderate	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Pennycress	Moderate	Discount Rate	2	0.1	unitless	
HEFA Pennycress	Moderate	Depreciation Period	3	7	years	
HEFA Pennycress	Moderate	Income Tax Rate	4	0.35	unitless	
HEFA Pennycress	Moderate	Capital	5	322140000	USD/biorefinery	SoT value less random percent between 5 and 10%
HEFA Pennycress	Moderate	Fixed	6	10881000	USD/year	Fig. 6
HEFA Pennycress	Moderate	DDGS	7	0	kg/year	
HEFA Pennycress	Moderate	Electricity	8	0	kWh/year	
HEFA Pennycress	Moderate	Diesel	9	9690000	gal/year	SoT +/- random percent up to 5%
HEFA Pennycress	Moderate	Gasoline	10	19392000	gal/year	SoT value +/- random percent up to 5%
HEFA Pennycress	Moderate	Propane	11	490000	gal/year	SoT +/- random percent up to 5%
HEFA Pennycress	Moderate	Jet	12	st.triang(0.5,36995400,8221200)	gal/year	SoT varied between -3% and +7% random
HEFA Pennycress	Moderate	DDGS Price	13	0.22	USD/kg	
HEFA Pennycress	Moderate	Electricity Price	14	0.057	USD/kWh	
HEFA Pennycress	Moderate	Diesel Price	15	3.25	USD/gal	
HEFA Pennycress	Moderate	Gasoline Price	16	2	USD/gal	
HEFA Pennycress	Moderate	Propane Price	17	0.6	USD/gal	
HEFA Pennycress	Moderate	Feedstock Price	18	734.83	USD/dry ton oil	
HEFA Pennycress	Moderate	Raw Material Price	19	1000	USD/kg	
HEFA Pennycress	Incremental	Annual GHG	0	st.triang(0.5,201208251,44712945)	kg CO2eq/yr	45 g CO2eq/MJ jet product; Source: Zemanek 2020/Fan (monetary allocation); calculated from jet output
HEFA Pennycress	Incremental	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Pennycress	Incremental	Discount Rate	2	0.1	unitless	
HEFA Pennycress	Incremental	Depreciation Period	3	7	years	
HEFA Pennycress	Incremental	Income Tax Rate	4	0.35	unitless	
HEFA Pennycress	Incremental	Capital	5	336300000	USD/biorefinery	SoT value +/- random percent up to 5%
HEFA Pennycress	Incremental	Fixed	6	10881000	USD/year	Fig. 6
HEFA Pennycress	Incremental	DDGS	7	0	kg/year	
HEFA Pennycress	Incremental	Electricity	8	0	kWh/year	
HEFA Pennycress	Incremental	Diesel	9	9120000	gal/year	SoT minus random percent up to 10%
HEFA Pennycress	Incremental	Gasoline	10	18048000	gal/year	SoT value minus random percent between 0 and 10%
HEFA Pennycress	Incremental	Propane	11	480000	gal/year	SoT minus random percent up to 10%
HEFA Pennycress	Incremental	Jet	12	st.triang(0.5,36270000,8060000)	gal/year	SoT +/- up to 3% random
HEFA Pennycress	Incremental	DDGS Price	13	0.22	USD/kg	
HEFA Pennycress	Incremental	Electricity Price	14	0.057	USD/kWh	
HEFA Pennycress	Incremental	Diesel Price	15	3.25	USD/gal	
HEFA Pennycress	Incremental	Gasoline Price	16	2	USD/gal	
HEFA Pennycress	Incremental	Propane Price	17	0.6	USD/gal	
HEFA Pennycress	Incremental	Feedstock Price	18	734.83	USD/dry ton oil	
HEFA Pennycress	Incremental	Raw Material Price	19	1000	USD/kg	
HEFA Yellow Grease	State of Technology	Annual GHG	0	st.triang(0.5,94504657,21001035)	kg CO2eq/yr	17 g CO2eq/MJ jet product; Source: Capaz 2021
HEFA Yellow Grease	State of Technology	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Yellow Grease	State of Technology	Discount Rate	2	0.1	unitless	
HEFA Yellow Grease	State of Technology	Depreciation Period	3	7	years	
HEFA Yellow Grease	State of Technology	Income Tax Rate	4	0.35	unitless	
HEFA Yellow Grease	State of Technology	Capital	5	348800000	USD/biorefinery	
HEFA Yellow Grease	State of Technology	Fixed	6	12600000	USD/year	Fig. 6
HEFA Yellow Grease	State of Technology	DDGS	7	0	kg/year	
HEFA Yellow Grease	State of Technology	Electricity	8	0	kWh/year	
HEFA Yellow Grease	State of Technology	Diesel	9	200000	gal/year	
HEFA Yellow Grease	State of Technology	Gasoline	10	24200000	gal/year	
HEFA Yellow Grease	State of Technology	Propane	11	400000	gal/year	
HEFA Yellow Grease	State of Technology	Jet	12	st.triang(0.5, 45360000,10080000)	gal/year	given in Table 3 of Tao et al. (2017) +/- 10%
HEFA Yellow Grease	State of Technology	DDGS Price	13	0.22	USD/kg	
HEFA Yellow Grease	State of Technology	Electricity Price	14	0.057	USD/kWh	
HEFA Yellow Grease	State of Technology	Diesel Price	15	3.25	USD/gal	
HEFA Yellow Grease	State of Technology	Gasoline Price	16	2	USD/gal	
HEFA Yellow Grease	State of Technology	Propane Price	17	0.6	USD/gal	
HEFA Yellow Grease	State of Technology	Feedstock Price	18	553.39	USD/dry ton oil	
HEFA Yellow Grease	State of Technology	Raw Material Price	19	1000	USD/kg	
HEFA Yellow Grease	Moderate	Annual GHG	0	st.triang(0.5,122306608,27179246)	kg CO2eq/yr	21 g CO2eq/MJ jet product; calculated from jet output
HEFA Yellow Grease	Moderate	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Yellow Grease	Moderate	Discount Rate	2	0.1	unitless	
HEFA Yellow Grease	Moderate	Depreciation Period	3	7	years	
HEFA Yellow Grease	Moderate	Income Tax Rate	4	0.35	unitless	
HEFA Yellow Grease	Moderate	Capital	5	331360000	USD/biorefinery	SoT value less random percent between 5 and 10%
HEFA Yellow Grease	Moderate	Fixed	6	12600000	USD/year	Fig. 6
HEFA Yellow Grease	Moderate	DDGS	7	0	kg/year	
HEFA Yellow Grease	Moderate	Electricity	8	0	kWh/year	
HEFA Yellow Grease	Moderate	Diesel	9	202000	gal/year	SoT +/- random percent up to 5%
HEFA Yellow Grease	Moderate	Gasoline	10	22990000	gal/year	SoT value +/- random percent up to 5%
HEFA Yellow Grease	Moderate	Propane	11	404000	gal/year	SoT +/- random percent up to 5%
HEFA Yellow Grease	Moderate	Jet	12	st.triang(0.5,48081600,10684800)	gal/year	SoT varied between -3% and +7% random
HEFA Yellow Grease	Moderate	DDGS Price	13	0.22	USD/kg	
HEFA Yellow Grease	Moderate	Electricity Price	14	0.057	USD/kWh	
HEFA Yellow Grease	Moderate	Diesel Price	15	3.25	USD/gal	
HEFA Yellow Grease	Moderate	Gasoline Price	16	2	USD/gal	
HEFA Yellow Grease	Moderate	Propane Price	17	0.6	USD/gal	
HEFA Yellow Grease	Moderate	Feedstock Price	18	553.39	USD/dry ton oil	
HEFA Yellow Grease	Moderate	Raw Material Price	19	1000	USD/kg	
HEFA Yellow Grease	Incremental	Annual GHG	0	st.triang(0.5,77136679,17141484)	kg CO2eq/yr	14 g CO2eq/MJ jet product; Source: Capaz 2021; calculated from jet output
HEFA Yellow Grease	Incremental	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Yellow Grease	Incremental	Discount Rate	2	0.1	unitless	
HEFA Yellow Grease	Incremental	Depreciation Period	3	7	years	
HEFA Yellow Grease	Incremental	Income Tax Rate	4	0.35	unitless	
HEFA Yellow Grease	Incremental	Capital	5	348800000	USD/biorefinery	SoT value +/- random percent up to 5%
HEFA Yellow Grease	Incremental	Fixed	6	12600000	USD/year	Fig. 6
HEFA Yellow Grease	Incremental	DDGS	7	0	kg/year	
HEFA Yellow Grease	Incremental	Electricity	8	0	kWh/year	
HEFA Yellow Grease	Incremental	Diesel	9	186000	gal/year	SoT minus random percent up to 10%
HEFA Yellow Grease	Incremental	Gasoline	10	22264000	gal/year	SoT value minus random percent between 0 and 10%
HEFA Yellow Grease	Incremental	Propane	11	376000	gal/year	SoT minus random percent up to 10%
HEFA Yellow Grease	Incremental	Jet	12	st.triang(0.5,45360000,10080000)	gal/year	SoT +/- up to 3% random
HEFA Yellow Grease	Incremental	DDGS Price	13	0.22	USD/kg	
HEFA Yellow Grease	Incremental	Electricity Price	14	0.057	USD/kWh	
HEFA Yellow Grease	Incremental	Diesel Price	15	3.25	USD/gal	
HEFA Yellow Grease	Incremental	Gasoline Price	16	2	USD/gal	
HEFA Yellow Grease	Incremental	Propane Price	17	0.6	USD/gal	
HEFA Yellow Grease	Incremental	Feedstock Price	18	553.39	USD/dry ton oil	
HEFA Yellow Grease	Incremental	Raw Material Price	19	1000	USD/kg	
ATJ Corn Dry Mill	Leap	Annual GHG	0	st.triang(0.5,369638168,82141815)	kg CO2eq/yr	72 g CO2eq/MJ jet product; Source: Han 2021; calculated from jet output
ATJ Corn Dry Mill	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
ATJ Corn Dry Mill	Leap	Discount Rate	2	0.1	unitless	
ATJ Corn Dry Mill	Leap	Depreciation Period	3	7	years	
ATJ Corn Dry Mill	Leap	Income Tax Rate	4	0.35	unitless	
ATJ Corn Dry Mill	Leap	Capital	5	178640000	USD/biorefinery	SoT value less random percent up to 15%
ATJ Corn Dry Mill	Leap	Fixed	6	24180400	USD/year	Labor, Supplies, and Overheads + Utilities (Fig 7)
ATJ Corn Dry Mill	Leap	DDGS	7	124992	kg/year	SoT +/- random percent up to 10%
ATJ Corn Dry Mill	Leap	Electricity	8	0	kWh/year	electricity not produced by dry mill process
ATJ Corn Dry Mill	Leap	Diesel	9	3825800	gal/year	SoT +/- random percent up to 10%
ATJ Corn Dry Mill	Leap	Gasoline	10	9713600	gal/year	SoT value +/- random percent up to 10%
ATJ Corn Dry Mill	Leap	Propane	11	0	gal/year	
ATJ Corn Dry Mill	Leap	Jet	12	st.triang(0.5,38530080,8562240)	gal/year	SoT varied between -3% and +10% random
ATJ Corn Dry Mill	Leap	DDGS Price	13	0.22	USD/kg	
ATJ Corn Dry Mill	Leap	Electricity Price	14	0.057	USD/kWh	
ATJ Corn Dry Mill	Leap	Diesel Price	15	3.25	USD/gal	
ATJ Corn Dry Mill	Leap	Gasoline Price	16	2	USD/gal	
ATJ Corn Dry Mill	Leap	Propane Price	17	0.6	USD/gal	
ATJ Corn Dry Mill	Leap	Feedstock Price	18	187.04	USD/dry metric ton biomass	
ATJ Corn Dry Mill	Leap	Raw Material Price	19	1000	USD/kg	
ATJ Stover Thermochem	Leap	Annual GHG	0	st.triang(0.5,68590954,15242434)	kg CO2eq/yr	28 g CO2eq/MJ jet product; Source: Capaz 2021; calculated from jet output
ATJ Stover Thermochem	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
ATJ Stover Thermochem	Leap	Discount Rate	2	0.1	unitless	
ATJ Stover Thermochem	Leap	Depreciation Period	3	7	years	
ATJ Stover Thermochem	Leap	Income Tax Rate	4	0.35	unitless	
ATJ Stover Thermochem	Leap	Capital	5	323520000	USD/biorefinery	SoT value less random percent up to 15%
ATJ Stover Thermochem	Leap	Fixed	6	15185500	USD/year	Labor, Supplies, and Overheads + Utilities (Fig 7)
ATJ Stover Thermochem	Leap	DDGS	7	0	kg/year	
ATJ Stover Thermochem	Leap	Electricity	8	91548947.7	kWh/year	SoT +/- random percent up to 10%
ATJ Stover Thermochem	Leap	Diesel	9	3317800	gal/year	SoT +/- random percent up to 10%
ATJ Stover Thermochem	Leap	Gasoline	10	6605400	gal/year	SoT value +/- random percent up to 10%
ATJ Stover Thermochem	Leap	Propane	11	0	gal/year	
ATJ Stover Thermochem	Leap	Jet	12	st.triang(0.5,26836920,5963760)	gal/year	SoT varied between -3% and +10% random
ATJ Stover Thermochem	Leap	DDGS Price	13	0.22	USD/kg	
ATJ Stover Thermochem	Leap	Electricity Price	14	0.057	USD/kWh	
ATJ Stover Thermochem	Leap	Diesel Price	15	3.25	USD/gal	
ATJ Stover Thermochem	Leap	Gasoline Price	16	2	USD/gal	
ATJ Stover Thermochem	Leap	Propane Price	17	0.6	USD/gal	
ATJ Stover Thermochem	Leap	Feedstock Price	18	88.18	USD/dry metric ton biomass	
ATJ Stover Thermochem	Leap	Raw Material Price	19	1000	USD/kg	
HEFA Camelina	Leap	Annual GHG	0	st.triang(0.5,143463695,31880821)	kg CO2eq/yr	47 g CO2eq/MJ jet product; Source: Zemanek 2020/De Jong (energy allocation); calculated from jet output
HEFA Camelina	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Camelina	Leap	Discount Rate	2	0.1	unitless	
HEFA Camelina	Leap	Depreciation Period	3	7	years	
HEFA Camelina	Leap	Income Tax Rate	4	0.35	unitless	
HEFA Camelina	Leap	Capital	5	296480000	USD/biorefinery	SoT value less random percent up to 15%
HEFA Camelina	Leap	Fixed	6	14425000	USD/year	Fig. 6
HEFA Camelina	Leap	DDGS	7	0	kg/year	
HEFA Camelina	Leap	Electricity	8	0	kWh/year	
HEFA Camelina	Leap	Diesel	9	1272000	gal/year	SoT +/- random percent up to 10%
HEFA Camelina	Leap	Gasoline	10	24605000	gal/year	SoT value +/- random percent up to 10%
HEFA Camelina	Leap	Propane	11	236600	gal/year	SoT +/- random percent up to 10%
HEFA Camelina	Leap	Jet	12	st.triang(0.5,52968600,11770800)	gal/year	SoT varied between -3% and +10% random
HEFA Camelina	Leap	DDGS Price	13	0.22	USD/kg	
HEFA Camelina	Leap	Electricity Price	14	0.057	USD/kWh	
HEFA Camelina	Leap	Diesel Price	15	3.25	USD/gal	
HEFA Camelina	Leap	Gasoline Price	16	2	USD/gal	
HEFA Camelina	Leap	Propane Price	17	0.6	USD/gal	
HEFA Camelina	Leap	Feedstock Price	18	1587.59	USD/dry ton oil	
HEFA Camelina	Leap	Raw Material Price	19	1000	USD/kg	
HEFA Castor	Leap	Annual GHG	0	st.triang(0.5,224823230,49960718)	kg CO2eq/yr	53 g CO2eq/MJ jet product; Source: Liu 2021; calculated from jet output
HEFA Castor	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Castor	Leap	Discount Rate	2	0.1	unitless	
HEFA Castor	Leap	Depreciation Period	3	7	years	
HEFA Castor	Leap	Income Tax Rate	4	0.35	unitless	
HEFA Castor	Leap	Capital	5	310310000	USD/biorefinery	SoT value less random percent up to 15%
HEFA Castor	Leap	Fixed	6	11176000	USD/year	
HEFA Castor	Leap	DDGS	7	0	kg/year	
HEFA Castor	Leap	Electricity	8	0	kWh/year	
HEFA Castor	Leap	Diesel	9	103000	gal/year	SoT +/- random percent up to 10%
HEFA Castor	Leap	Gasoline	10	23616000	gal/year	SoT value +/- random percent up to 10%
HEFA Castor	Leap	Propane	11	465000	gal/year	SoT +/- random percent up to 10%
HEFA Castor	Leap	Jet	12	st.triang(0.5,46634400,10363200)	gal/year	SoT varied between -3% and +10% random
HEFA Castor	Leap	DDGS Price	13	0.22	USD/kg	
HEFA Castor	Leap	Electricity Price	14	0.057	USD/kWh	
HEFA Castor	Leap	Diesel Price	15	3.25	USD/gal	
HEFA Castor	Leap	Gasoline Price	16	2	USD/gal	
HEFA Castor	Leap	Propane Price	17	0.6	USD/gal	
HEFA Castor	Leap	Feedstock Price	18	1542.23	USD/dry ton oil	
HEFA Castor	Leap	Raw Material Price	19	1000	USD/kg	
HEFA Jatropha	Leap	Annual GHG	0	st.triang(0.5,147763822,32836405)	kg CO2eq/yr	55 g CO2eq/MJ jet product; Source: Liu 2021; calculated from jet output
HEFA Jatropha	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Jatropha	Leap	Discount Rate	2	0.1	unitless	
HEFA Jatropha	Leap	Depreciation Period	3	7	years	
HEFA Jatropha	Leap	Income Tax Rate	4	0.35	unitless	
HEFA Jatropha	Leap	Capital	5	299968000	USD/biorefinery	SoT value less random percent up to 15%
HEFA Jatropha	Leap	Fixed	6	14425000	USD/year	
HEFA Jatropha	Leap	DDGS	7	0	kg/year	
HEFA Jatropha	Leap	Electricity	8	0	kWh/year	
HEFA Jatropha	Leap	Diesel	9	744000	gal/year	SoT +/- random percent up to 10%
HEFA Jatropha	Leap	Gasoline	10	24156000	gal/year	SoT value +/- random percent up to 10%
HEFA Jatropha	Leap	Propane	11	4230000	gal/year	SoT +/- random percent up to 10%
HEFA Jatropha	Leap	Jet	12	st.triang(0.5,39996000,8888000)	gal/year	SoT varied between -3% and +10% random
HEFA Jatropha	Leap	DDGS Price	13	0.22	USD/kg	
HEFA Jatropha	Leap	Electricity Price	14	0.057	USD/kWh	
HEFA Jatropha	Leap	Diesel Price	15	3.25	USD/gal	
HEFA Jatropha	Leap	Gasoline Price	16	2	USD/gal	
HEFA Jatropha	Leap	Propane Price	17	0.6	USD/gal	
HEFA Jatropha	Leap	Feedstock Price	18	362.88	USD/dry ton oil	
HEFA Jatropha	Leap	Raw Material Price	19	1000	USD/kg	
HEFA Pennycress	Leap	Annual GHG	0	st.triang(0.5,154612008,34358224)	kg CO2eq/yr	33 g CO2eq/MJ jet product; Source: Zemanek 2020/Fan (energy allocation); calculated from jet output
HEFA Pennycress	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Pennycress	Leap	Discount Rate	2	0.1	unitless	
HEFA Pennycress	Leap	Depreciation Period	3	7	years	
HEFA Pennycress	Leap	Income Tax Rate	4	0.35	unitless	
HEFA Pennycress	Leap	Capital	5	300900000	USD/biorefinery	SoT value less random percent up to 15%
HEFA Pennycress	Leap	Fixed	6	10881000	USD/year	Fig. 6
HEFA Pennycress	Leap	DDGS	7	0	kg/year	
HEFA Pennycress	Leap	Electricity	8	0	kWh/year	
HEFA Pennycress	Leap	Diesel	9	10450000	gal/year	SoT +/- random percent up to 10%
HEFA Pennycress	Leap	Gasoline	10	17664000	gal/year	SoT value +/- random percent up to 10%
HEFA Pennycress	Leap	Propane	11	450000	gal/year	SoT +/- random percent up to 10%
HEFA Pennycress	Leap	Jet	12	st.triang(0.5,38446200,8543600)	gal/year	SoT varied between -3% and +10% random
HEFA Pennycress	Leap	DDGS Price	13	0.22	USD/kg	
HEFA Pennycress	Leap	Electricity Price	14	0.057	USD/kWh	
HEFA Pennycress	Leap	Diesel Price	15	3.25	USD/gal	
HEFA Pennycress	Leap	Gasoline Price	16	2	USD/gal	
HEFA Pennycress	Leap	Propane Price	17	0.6	USD/gal	
HEFA Pennycress	Leap	Feedstock Price	18	734.83	USD/dry ton oil	
HEFA Pennycress	Leap	Raw Material Price	19	1000	USD/kg	
HEFA Yellow Grease	Leap	Annual GHG	0	st.triang(0.5,115900072,25755571)	kg CO2eq/yr	17 g CO2eq/MJ jet product; Source: Capaz 2021; calculated from jet output
HEFA Yellow Grease	Leap	Jet LHV	1	121.13	MJ/gal	Source: Capaz 2021, converted from GJ/m3
HEFA Yellow Grease	Leap	Discount Rate	2	0.1	unitless	
HEFA Yellow Grease	Leap	Depreciation Period	3	7	years	
HEFA Yellow Grease	Leap	Income Tax Rate	4	0.35	unitless	
HEFA Yellow Grease	Leap	Capital	5	317408000	USD/biorefinery	SoT value less random percent up to 15%
HEFA Yellow Grease	Leap	Fixed	6	12600000	USD/year	Fig. 6
HEFA Yellow Grease	Leap	DDGS	7	0	kg/year	
HEFA Yellow Grease	Leap	Electricity	8	0	kWh/year	
HEFA Yellow Grease	Leap	Diesel	9	182000	gal/year	SoT +/- random percent up to 10%
HEFA Yellow Grease	Leap	Gasoline	10	26136000	gal/year	SoT value +/- random percent up to 10%
HEFA Yellow Grease	Leap	Propane	11	364000	gal/year	SoT +/- random percent up to 10%
HEFA Yellow Grease	Leap	Jet	12	st.triang(0.5,48081600,10684800)	gal/year	SoT varied between -3% and +10% random
HEFA Yellow Grease	Leap	DDGS Price	13	0.22	USD/kg	
HEFA Yellow Grease	Leap	Electricity Price	14	0.057	USD/kWh	
HEFA Yellow Grease	Leap	Diesel Price	15	3.25	USD/gal	
HEFA Yellow Grease	Leap	Gasoline Price	16	2	USD/gal	
HEFA Yellow Grease	Leap	Propane Price	17	0.6	USD/gal	
HEFA Yellow Grease	Leap	Feedstock Price	18	553.39	USD/dry ton oil	
HEFA Yellow Grease	Leap	Raw Material Price	19	1000	USD/kg	
